Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"have virus means have virus, as if saying low viral loads means its ok. Imagine a girl tells u she has AIDS virus but hers is low viral loads, and ask u to piak her raw. U dare to piak???",6/7/20,40,Circuit Breaker,40,2,-12.30810271,11,4,0,8.9261219,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Viral load got traffic lights machiam dorscon green, orange, red?",6/7/20,10,Circuit Breaker,10,0,-16.26002046,3,0,0,16.34226202,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Straits times fb post gt wor...,6/7/20,6,Circuit Breaker,6,0,-16.65030058,1,0,0,20.83225589,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"CB or not, MCO or not, the world need a cure to combat covid19 than isolation.",6/7/20,16,Circuit Breaker,16,1,-11.92800824,2,1,0,20.5002706,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Have means have, high or low viral load does it matter?",6/7/20,11,Circuit Breaker,11,1,-11.5302298,4,1,0,56.27175551,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Y all the atas schs kena???,6/7/20,6,Circuit Breaker,6,0,-15.5402093,1,0,0,56.27175551,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,So the affected school still no close? Sent from HUAWEI YAL-L21 using GAGT,6/7/20,12,Circuit Breaker,13,1,-13.25014203,1,1,0,20.5002706,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Hahahahahahaha Low virus load?? Reminds me of mindef tank reversed into that poor soul, how they downplay the entire thing until someone uploaded the photo to show the truth.",6/7/20,29,Circuit Breaker,29,2,-12.3931817,5,0,1,7.467550656,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"princessreiko wrote: They are from five different schools - Anglican High School, CHIJ Katong Convent, CHIJ St Theresa*********s Convent, Geylang Methodist Secondary School and Hwa Chong Institution. *********While positive, the tests for all five cases revealed low viral loads. A repeat test using new samples showed that all five cases were negative,********* said the Ministry of Education (MOE) in a press release. Ganna from church?",6/7/20,65,Circuit Breaker,66,3,-13.56330521,9,1,0,2.566889985,0,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,How did these students get infected during the CB period?,6/7/20,10,Circuit Breaker,10,0,-11.36878214,3,0,0,36.26203009,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"princessreiko wrote: They are from five different schools - Anglican High School, CHIJ Katong Convent, CHIJ St Theresa\x92s Convent, Geylang Methodist Secondary School and Hwa Chong Institution. \x93While positive, the tests for all five cases revealed low viral loads. A repeat test using new samples showed that all five cases were negative,\x94 said the Ministry of Education (MOE) in a press release. This means the test repeatability is farked. Means those tested negative one may also be positive. Knn simi ranjiao low viral load BS",6/7/20,83,Circuit Breaker,87,3,-14.05532546,13,2,0,2.265735826,0,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,cslkelvin wrote: Ganna from church? Wow... Sent from HUAWEI YAL-L21 using GAGT,6/7/20,11,Circuit Breaker,12,1,-15.14667492,2,0,0,20.83225589,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,4_dreamz wrote: How did these students get infected during the CB period? who is the one not wearing a mask? Joggers,6/7/20,20,Circuit Breaker,21,1,-11.08331284,6,0,0,16.61032234,2,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Wow... Sent from HUAWEI YAL-L21 using GAGT,6/7/20,6,Circuit Breaker,7,0,-15.69583354,1,0,0,26.8352074,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"MSM/MOE seems to imply that because of ""low viral load"" - whatever it really means, is that it is not a cause for concern.",6/7/20,24,Circuit Breaker,25,1,-11.25688085,5,0,0,36.84829056,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"halocast wrote: low viral load. remind me of no sick no mask, similar?",6/7/20,13,Circuit Breaker,13,1,-12.46562516,1,0,1,56.27175551,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Positive means positive, still say what low viral load. Totally irresponsible statement. Useless 158th.",6/7/20,13,Circuit Breaker,14,1,-13.56811131,1,1,0,26.8352074,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"More and more fancy wordings, now low virus load. Next is what?",6/7/20,12,Circuit Breaker,12,1,-11.77191601,1,1,0,26.8352074,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Quote: \x93So MOH\x92s based on all this evidence, their assessment is that they are not likely to be infectious currently, or when they were in school, and the infection most likely happened towards the end of the circuit breaker period, and not in school,"" he said. Hope this age well.",6/7/20,49,Circuit Breaker,51,3,-10.70676723,7,3,0,7.458029544,1,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"LemonSalmon wrote: Positive means positive, still say what low viral load. Totally irresponsible statement. Useless 158th. Agreed, virus wouldn't tell you I have low load",6/7/20,23,Circuit Breaker,25,1,-13.35836308,4,1,2,15.46335949,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Why do they have to said this does not happen in school but in cb ah Sent from HUAWEI YAL-L21 using GAGT,6/7/20,21,Circuit Breaker,22,1,-12.66615675,6,1,0,26.40715086,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Doesn't low viral load mean old infection? So basically CB was a success! Those in the community who were infected have completed the viral run at home. Don't even need to be hospitalized. Essentially those COVID carriers are past the stage of infecting ppl. Onwards to Phase 3! Posted from PCWX using VOG-L29,6/7/20,49,Circuit Breaker,53,3,-11.96397633,14,0,0,5.918634249,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Got Low medium and high......,6/7/20,5,Circuit Breaker,5,0,-12.55366497,0,1,0,36.84829056,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,\u6211\u4e66\u8bfb\u4e0d\u591a\uff0c\u4f60\u4e0d\u8981\u9a97\u6211\u3002 Sent from HUAWEI YAL-L21 using GAGT,6/7/20,6,Circuit Breaker,18,1,-22.11835774,1,0,0,36.84829056,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Laoyeh wrote: Why do they have to said this does not happen in school but in cb ah Sent from HUAWEI YAL-L21 using GAGT Because minister already say it\x92s safe and minister cannot be wrong,6/7/20,34,Circuit Breaker,36,2,-12.83639209,9,2,0,18.11767487,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,ImFromPipiForum wrote: Y all the atas schs kena??? Why answer your own question? Their life more Important so tested lor Neighourhood students no test no case,6/7/20,26,Circuit Breaker,26,2,-13.73652272,5,0,1,9.264009927,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"EDMW-Hates-Me wrote: Hope this age well. I still appalled people write these kind of ambiguous statements. Not sure just state still infectious. Don't use the word ""likely"". With these kind of people advising us, we die liao man. Big time.",6/7/20,38,Circuit Breaker,40,2,-11.29625495,6,2,2,9.203744806,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,snap99 wrote: Because minister already say it\u2019s safe and minister cannot be wrong Parent sure angry. Sent from HUAWEI YAL-L21 using GAGT,6/7/20,21,Circuit Breaker,23,1,-14.21426775,4,1,0,18.41474377,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,This is exactly what I dun like about MSM.. just tell the truth.. dun cover up Sent from Your Mum's house  using GAGT,6/7/20,22,Circuit Breaker,23,1,-13.07711275,5,0,2,12.05424284,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,bullfrog wrote: Doesn't low viral load mean old infection? So basically CB was a success! Those in the community who were infected have completed the viral run at home. Don't even need to be hospitalized. Essentially those COVID carriers are past the stage of infecting ppl. Onwards to Phase 3! Posted from PCWX using VOG-L29 If it\x92s old infection & antibodies are showing  I bet you 158th would say so.,6/7/20,64,Circuit Breaker,70,3,-12.38629648,20,1,2,4.91709451,0,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Phuacb wrote: Why answer your own question? Their life more Important so tested lor Neighourhood students no test no case Incoming 3rd waves.,6/7/20,22,Circuit Breaker,23,1,-13.71601348,4,0,1,9.264009927,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Delsamor wrote: who is the one not wearing a mask? Joggers Yalor, should make it mandatory for everyone to wear masks outside!",6/7/20,22,Circuit Breaker,22,1,-11.66105087,5,0,0,13.87762478,2,1,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,So only test rich school ah Sent from HUAWEI YAL-L21 using GAGT,6/7/20,11,Circuit Breaker,12,1,-15.59003513,1,0,0,16.61032234,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,jin satki man flooding become ponding got virus become low viral load,6/7/20,12,Circuit Breaker,12,1,-15.37463932,2,0,0,20.83225589,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"The virus dun come out from nowhere. They better come clean on how the 4 students got infected. By their family members or through contact in school compound. Dun need to use some fancy jargon to fool the public. If they infected in school, there are still some carrier running around spreading the virus to the other students. Then, the respective school principal need to do something before the school reopen tomorrow.",6/7/20,71,Circuit Breaker,72,3,-10.72931325,12,2,0,4.378970323,0,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Test the whole class and the whole family. If virus spread among family only and not the class, means kena from some irresponsible members of the family.",6/7/20,27,Circuit Breaker,27,2,-10.29000158,2,2,0,15.38882002,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,nvr mati = low viral tio bo? i also know ma,6/7/20,10,Circuit Breaker,10,0,-16.13179596,1,1,0,20.83225589,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Last week, they say school is safe, is safe, can go, can go. Now what will they say??? Sent from HUAWEI YAL-L21 using GAGT",6/7/20,23,Circuit Breaker,24,1,-11.61184359,7,0,0,26.40715086,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,hahah but low viral means still got no? dun understand what they trying to say?,6/7/20,15,Circuit Breaker,15,1,-11.62823743,4,2,0,26.8352074,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"""low viral load"" = as if that will appease us this is it guys, I think we will revert to circuit breaker mode. this week will be critical... :O",6/7/20,28,Circuit Breaker,28,2,-11.02594505,6,2,3,20.43725722,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Laoyeh wrote: Last week, they say school is safe, is safe, can go, can go. Now what will they say??? Sent from HUAWEI YAL-L21 using GAGT Low viral loads lor Is safe, can go still Sent from Rain Rain Go Away using GAGT",6/7/20,42,Circuit Breaker,43,2,-13.49389744,11,1,0,7.451627977,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,halocast wrote: hahah but low viral means still got no? dun understand what they trying to say? Means likely tio few weeks ago lor,6/7/20,24,Circuit Breaker,24,1,-13.09612907,5,2,0,15.46335949,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Laoyeh wrote: So only test rich school ah Sent from HUAWEI YAL-L21 using GAGT A little bird told me in my nap. Maybe the rich parents bring the kid for a test straight away when they saw the symptoms. So, end up they can get the immediate test results. I am not sure about the peasant kid. Maybe they are experiencing what their parents are getting. 5 days of MC and various trip to clinic before they can finally be tested. Guess every one can figure out the rest if the above is not fiction.",6/7/20,93,Circuit Breaker,95,3,-11.25355307,17,4,2,3.722329207,0,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,now can even determine when kena the virus got timestamp issit ? or they just dont want take the blame say they got it in school ? lol,6/7/20,26,Circuit Breaker,26,2,-11.45895124,7,1,0,20.5002706,3,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Really jin satki Sent from Moi phone lah using GAGT,6/7/20,10,Circuit Breaker,10,0,-18.05189999,1,0,0,16.87838266,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Not surprised since it's MOE. They are very good at using euphemisms. Remember how they added a new definition to mother tongue? From first language to second language .,6/7/20,27,Circuit Breaker,28,2,-10.93533781,5,0,0,18.76957494,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"low load my ass la, heads must roll Sent from outer space using GAGT",6/7/20,14,Circuit Breaker,14,1,-14.43367154,2,0,1,14.10040367,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"oyk is jo teo 2.0, song ahhhh",6/7/20,6,Circuit Breaker,8,0,-16.81479054,1,0,0,36.84829056,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,halocast wrote: hahah but low viral means still got no? dun understand what they trying to say? Dun need to understand what they are trying to say... Only understand that schools must go on!,6/7/20,34,Circuit Breaker,34,2,-11.33123581,11,2,0,18.47250603,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"new category coming: low viral loads sibei sianz, more and more categories.",6/7/20,12,Circuit Breaker,12,1,-13.74154305,2,1,0,26.8352074,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,nice lah. students tio from school then bring the xmas present home surprise!,6/7/20,13,Circuit Breaker,13,1,-13.07856831,2,1,0,20.13142485,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Heng I low ses, will only get low viral load. Sent from Xiaomi REDMI NOTE 7 using GAGT",6/7/20,17,Circuit Breaker,18,1,-14.7955586,3,0,1,14.10040367,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Kind of expected la... Wait for them to close school just like south Korea again. Pity those taking important exams  this year Sent from OnePlus ONEPLUS A5010 using GAGT,6/7/20,28,Circuit Breaker,29,2,-13.13248166,5,0,0,8.665609185,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,stupid argument of affect kid's education and force all kids to go back school but never think that dead kid don't need education,6/7/20,21,Circuit Breaker,23,1,-11.05343965,3,2,0,16.79746008,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Jian19 wrote: Means likely tio few weeks ago lor Please kindly educate me. The test can determine when the patient was infected ? If so, why take so long to be tested if the kid is already sick ? Not logical, right ? Unless the kid did not display any symptom till school reopen. If that is the case, would the same scenario happen to some of the kids around SG Inc ????",6/7/20,69,Circuit Breaker,69,3,-11.43321813,14,2,0,5.923821618,1,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Medicated Oil wrote: Please kindly educate me. The test can determine when the patient was infected ? If so, why take so long to be tested if the kid is already sick ? Not logical, right ? Unless the kid did not display any symptom till school reopen. If that is the case, would the same scenario happen to some of the kids around SG Inc ???? Some ppl have little or no symptoms mah, the virus can be in your system for up to 60 days Our expert say if one was infected they will not be infectious to others after 21 days, even if they are still tested positive",6/7/20,105,Circuit Breaker,107,4,-10.89403616,24,6,2,3.811933054,0,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,2359_hrs wrote: Kind of expected la... Wait for them to close school just like south Korea again. Pity those taking important exams  this year Sent from OnePlus ONEPLUS A5010 using GAGT Msia still haven't open school yet... Sent from HUAWEI YAL-L21 using GAGT,6/7/20,39,Circuit Breaker,43,2,-14.1021039,9,1,0,5.981809734,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,How they pick up those cases? Are the swabbing students with no symptoms in school or those students actually feel sick and went to see a doctor?,6/7/20,27,Circuit Breaker,27,2,-10.48851232,5,2,0,18.17543713,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,yonglimm wrote: kaki kong kaki song.......ownself declare low viral loads..... I bet the Ah Tiong who passed away yesterday had low viral load too when they discharged him.,6/7/20,29,Circuit Breaker,29,2,-14.55603148,6,1,0,13.0804743,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Those schools which kenna, sure got parents who  won\x92t allow their kids to go back",6/7/20,15,Circuit Breaker,16,1,-12.27832371,5,0,0,36.26203009,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,kumokumo wrote: How they pick up those cases? Are the swabbing students with no symptoms in school or those students actually feel sick and went to see a doctor? Most likely teacher ask anyone got flu symptoms past few weeks ? Those step forward get tested lor,6/7/20,46,Circuit Breaker,46,2,-11.67669447,11,2,0,8.531123231,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Mzeria wrote: Those schools which kenna, sure got parents who  won\u2019t allow their kids to go back maybe. Sent from HUAWEI YAL-L21 using GAGT",6/7/20,23,Circuit Breaker,25,1,-14.03300207,7,0,0,13.87762478,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Jian19 wrote: Some ppl have little or no symptoms mah, the virus can be in your system for up to 60 days Our expert say if one was infected they will not be infectious to others after 21 days, even if they are still tested positive I believe that the test is either positive or negative. It does not indicate when you tio the virus. If the symptom does not surface beforehand, how did the ministry conclude it was infected during the CB period ????? A few weeks ago.... How ????",6/7/20,87,Circuit Breaker,89,3,-10.94454827,21,5,4,4.806411995,0,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Medicated Oil wrote: I believe that the test is either positive or negative. It does not indicate when you tio the virus. If the symptom does not surface beforehand, how did the ministry conclude it was infected during the CB period ????? A few weeks ago.... How ???? Benefit of doubt? Sent from HUAWEI YAL-L21 using GAGT",6/7/20,54,Circuit Breaker,55,3,-11.85643132,14,2,2,5.162366782,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Haha how they knw is low virus load?,6/7/20,8,Circuit Breaker,8,0,-13.38688924,2,0,0,36.84829056,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Why first time heard of this low virus load? Chut Simi pattern? Sent from MI 10 PRO  \u7248\u6b0a@TUV2008 \u7ffb\u5370\u5fc5\u7a76 Lim Kopi using GAGT,6/7/20,20,Circuit Breaker,27,2,-16.63725467,1,0,0,6.793444478,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,TUV2008 wrote: Why first time heard of this low virus load? Chut Simi pattern? Sent from MI 10 PRO  \u7248\u6b0a@TUV2008 \u7ffb\u5370\u5fc5\u7a76 Lim Kopi using GAGT This pattern so that cannot close school har??? Sent from HUAWEI YAL-L21 using GAGT,6/7/20,35,Circuit Breaker,43,2,-16.13808671,3,0,0,4.948948304,0,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Only sg have all this funny term. Low viral load. Like shoot sperm low load.,6/7/20,15,Circuit Breaker,15,1,-13.02938707,1,0,0,23.61550797,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Laoyeh wrote: This pattern so that cannot close school har??? Sent from HUAWEI YAL-L21 using GAGT You got it on the nail. Sent from Xiaomi REDMI NOTE 7 using GAGT,6/7/20,28,Circuit Breaker,30,2,-14.3159193,4,0,1,9.750975975,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Medicated Oil wrote: I believe that the test is either positive or negative. It does not indicate when you tio the virus. If the symptom does not surface beforehand, how did the ministry conclude it was infected during the CB period ????? A few weeks ago.... How ???? Usually when they test if u just got infected your virus count will be very high The test kit determine positive with 4000 virus count Some ppl after 2 weeks the virus count in their body dropped to around 3000 range becos of their immune system form up to attack the virus , usually at this stage they are not so sick anymore, maybe only slight dry cough But if use test kit still can get a slight positive results That's why they call it ""low viral load""",6/7/20,129,Circuit Breaker,133,4,-11.68098086,22,6,3,2.788289153,0,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Kingnoking123 wrote: \u672c\u5730\u6821\u56ed\u51fa\u73b0\u4e94\u8d772019\u51a0\u72b6\u75c5\u6bd2\u786e\u8bca\u75c5\u4f8b\uff0c\u5176\u4e2d\u56db\u4eba\u662f\u5b66\u751f\uff0c\u4e00\u4eba\u4e3a\u975e\u6559\u804c\u804c\u5458\u3002 \u6559\u80b2\u90e8\u4eca\u5929\u53d1\u5e03\u7684\u6587\u544a\u8868\u793a\uff0c\u4e94\u8d77\u75c5\u4f8b\u6765\u81ea\u4e0d\u540c\u5b66\u6821\uff0c\u5206\u522b\u662f\u5723\u516c\u4f1a\u4e2d\u5b66\u3001\u5723\u5a74\u52a0\u4e1c\u4fee\u9053\u9662\u5973\u6821\u3001\u5723\u5a74\u5fb7\u5170\u5973\u4e2d\u3001\u5d07\u6587\u4e2d\u5b66\u4ee5\u53ca\u534e\u4fa8\u4e2d\u5b66\u3002\u8fd9\u4e9b\u5b66\u6821 \u6682\u65f6\u8fd8 \u4e0d\u662f\u611f\u67d3\u7fa4\u3002 Sent from Thank You Trump Love America  using GAGT Amended 10 char,6/7/20,17,Circuit Breaker,122,4,-23.78317033,4,0,1,16.87838266,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,elf108 wrote: Only sg have all this funny term. Low viral load. Like shoot sperm low load. Our scholars like to come up with stupid names,6/7/20,26,Circuit Breaker,26,2,-12.55030927,3,0,0,15.46335949,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"yonglimm wrote: kaki kong kaki song.......ownself declare low viral loads..... Song boh!!!! Parents all say don't reopen school, but they no listen now parents sure angry Songboh!!!!",6/7/20,27,Circuit Breaker,28,2,-15.25397419,4,1,0,10.45633138,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"all these are guesses and assumptions by MOH or proven ? not infectious / contracted before going to school etc .. got guarantee plus chop ? whose head will roll if one of their ""assumption"" is wrong ? you cant make a judgment based on an assumption and when things happen nothing happens right ? or they gonna give us the crap reason .. of the virus is new, we knew nothing much about it .. if you knew nothing much about it then its better to be safe than sorry.",6/7/20,83,Circuit Breaker,83,3,-10.77066291,16,7,3,4.826960574,0,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"princessreiko wrote: They are from five different schools - Anglican High School, CHIJ Katong Convent, CHIJ St Theresa\x92s Convent, Geylang Methodist Secondary School and Hwa Chong Institution. \x93While positive, the tests for all five cases revealed low viral loads. A repeat test using new samples showed that all five cases were negative,\x94 said the Ministry of Education (MOE) in a press release. Repeat liao become negatif?",6/7/20,64,Circuit Breaker,68,3,-14.3729926,10,1,0,2.640262283,0,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Lucky I still home school my kids. Take online MC & ask teachers to ZOOM with my kids. Knew this will happen. Only fools believe the Prata Man.,6/7/20,27,Circuit Breaker,27,2,-12.2781075,6,1,3,9.750975975,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Renzokukenz wrote: Song boh!!!! Parents all say don't reopen school, but they no listen now parents sure angry Songboh!!!! Maybe. Sent from HUAWEI YAL-L21 using GAGT",6/7/20,24,Circuit Breaker,26,2,-13.97560694,4,1,0,9.120904641,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"There's already probably wider community spread than they'll have u believe so much so that probably will have at least 1 in every school. The way it spreads and don't forget kids no masks on during PE, we may be gg.com soon... Sent from my fone using GAGT",6/7/20,43,Circuit Breaker,49,2,-11.74906955,9,1,2,9.980076391,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Jian19 wrote: Usually when they test if u just got infected your virus count will be very high The test kit determine positive with 4000 virus count Some ppl after 2 weeks the virus count in their body dropped to around 3000 range becos of their immune system form up to attack the virus , usually at this stage they are not so sick anymore, maybe only slight dry cough But if use test kit still can get a slight positive results That's why they call it ""low viral load"" so theres no way the virus can relapse and increase higher ? is there proof of it or they just assumed ? sounds more like an assumption to me",6/7/20,112,Circuit Breaker,116,4,-11.70301375,15,6,1,3.67472638,0,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Potato_Wedges wrote: Lucky I still home school my kids. Take online MC & ask teachers to ZOOM with my kids. Knew this will happen. Only fools believe the Prata Man. Nice.. Sent from HUAWEI YAL-L21 using GAGT,6/7/20,34,Circuit Breaker,36,2,-13.26492613,9,1,3,6.443598196,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,stewpig wrote: Repeat liao become negatif? recovered alr.... but govt very scared - never disclose when discovered... the Hwa CHong one alr never go to sch long time as diganosed but kept under wraps. now recovered then tell whole world.,6/7/20,39,Circuit Breaker,40,2,-14.42445471,10,3,0,13.0804743,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,sizzy6 wrote: so theres no way the virus can relapse and increase higher ? is there proof of it or they just assumed ? sounds more like an assumption to me Data so far say not infectious by our experts But u could up lorry like the 41 yo China national..,6/7/20,48,Circuit Breaker,49,2,-11.28740175,8,3,2,10.49172631,2,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,but our fake doctor say School is the safest lace !,6/7/20,10,Circuit Breaker,10,0,-11.23745569,2,0,1,36.26203009,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Omg this is very serious ....,6/7/20,5,Circuit Breaker,5,0,-10.90508689,1,0,0,408.4470075,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"TANKOKBENG wrote: but our fake doctor say School is the safest lace ! He use word, should, may... Sent from HUAWEI YAL-L21 using GAGT",6/7/20,22,Circuit Breaker,23,1,-13.06464826,6,1,1,13.87762478,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"The moral value of the reporting has degraded so much that they are putting more effort into construing the information favorable than working on the real problem. They have the people, resource and the tools to make such an extensive effort in delivering and downplay the impact, but they never expend that into area which needs focus which is combating the covid virus. This is the hallmark of a dynasty downfall.",6/7/20,71,Circuit Breaker,71,3,-10.46304078,15,2,0,5.383676109,1,0,1
